,Country,City,Customer Name,Order ID,Postal Code,Region,Row ID,State,Top N Customer Label,Order Date,Product ID_x,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Quantity,Sales,Product Name,Segment,Sub-Category,month,Total Sales,Discount Amount
1771,United States,Chicago,Greg Guthrie,CA-2013-129686,60623.0,Central,1772,Illinois,Other,2015-11-28,OFF-ST-10004337,11/30/2015,Second Class,0.2,0.0,0.0,2.0,97.984,"SAFCO Commercial Wire Shelving, 72h",Corporate,Storage,11,122.48,24.495999999999995
1772,United States,Chicago,Greg Guthrie,CA-2013-129686,60623.0,Central,1773,Illinois,Other,2015-11-28,TEC-AC-10001266,11/30/2015,Second Class,0.2,19.5,0.3125,6.0,62.4,Memorex Micro Travel Drive 8 GB,Corporate,Accessories,11,78.0,15.6
1793,United States,Houston,Thomas Boland,CA-2011-104773,77041.0,Central,1794,Texas,Other,2013-08-12,OFF-ST-10000777,12/13/2013,Standard Class,0.2,6.0416,0.1,2.0,60.416,"Companion Letter/Legal File, Black",Corporate,Storage,8,75.52,15.104
1797,United States,New York City,Mathew Reese,US-2014-139465,10024.0,East,1798,New York,Other,2016-08-27,OFF-BI-10003910,8/30/2016,First Class,0.2,11.565,0.3125,6.0,37.008,DXL Angle-View Binders with Locking Rings by Samsill,Home Office,Binders,8,46.26,9.251999999999995
1799,United States,Dallas,Jill Fjeld,CA-2013-121034,75081.0,Central,1800,Texas,Other,2015-09-08,OFF-FA-10000585,2015-11-08 00:00:00,Second Class,0.2,3.6296,0.325,4.0,11.168,OIC Bulk Pack Metal Binder Clips,Consumer,Fasteners,9,13.96,2.792
1800,United States,Dallas,Jill Fjeld,CA-2013-121034,75081.0,Central,1801,Texas,Other,2015-09-08,OFF-PA-10001994,2015-11-08 00:00:00,Second Class,0.2,17.5344,0.325,3.0,53.952,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Consumer,Paper,9,67.44,13.488
1802,United States,Philadelphia,Joseph Airdo,CA-2014-158379,19134.0,East,1803,Pennsylvania,Other,2016-09-22,OFF-BI-10002498,9/26/2016,Second Class,0.7,0.0,0.0,1.0,5.607,Clear Mylar Reinforcing Strips,Consumer,Binders,9,18.69,13.082999999999998
1803,United States,Philadelphia,Joseph Airdo,CA-2014-158379,19134.0,East,1804,Pennsylvania,Other,2016-09-22,OFF-SU-10002881,9/26/2016,Second Class,0.2,0.0,0.0,7.0,4663.736,Martin Yale Chadless Opener Electric Letter Opener,Consumer,Supplies,9,5829.669999999999,1165.9339999999993
1804,United States,Philadelphia,Joseph Airdo,CA-2014-158379,19134.0,East,1805,Pennsylvania,Other,2016-09-22,TEC-AC-10002926,9/26/2016,Second Class,0.2,22.9954,0.2875,2.0,79.984,Logitech Wireless Marathon Mouse M705,Consumer,Accessories,9,99.98,19.995999999999995
1805,United States,Los Angeles,Grace Kelly,US-2013-116729,90049.0,West,1806,California,Other,2015-12-26,TEC-PH-10002200,12/29/2015,First Class,0.2,257.5944,0.1,7.0,2575.944,Samsung Galaxy Note 2,Corporate,Phones,12,3219.93,643.9859999999999
1809,United States,Chicago,Heather Kirkland,CA-2013-165484,60610.0,Central,1810,Illinois,Other,2015-10-24,FUR-FU-10001196,10/30/2015,Standard Class,0.6,0.0,0.0,7.0,16.156,DAX Cubicle Frames - 8x10,Corporate,Furnishings,10,40.38999999999999,24.233999999999995
1810,United States,Chicago,Heather Kirkland,CA-2013-165484,60610.0,Central,1811,Illinois,Other,2015-10-24,OFF-PA-10000595,10/30/2015,Standard Class,0.2,17.8152,0.325,3.0,54.816,Xerox 1929,Corporate,Paper,10,68.52,13.703999999999994
1812,United States,Newark,Brian Thompson,US-2014-161193,43055.0,East,1813,Ohio,Other,2016-11-20,FUR-FU-10001861,11/26/2016,Standard Class,0.2,28.13,0.3625,5.0,77.6,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Consumer,Furnishings,11,97.0,19.39999999999999
1813,United States,Newark,Brian Thompson,US-2014-161193,43055.0,East,1814,Ohio,Other,2016-11-20,FUR-FU-10000206,11/26/2016,Standard Class,0.2,1.5714,0.3375,2.0,4.656,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Consumer,Furnishings,11,5.819999999999999,1.1639999999999997
1814,United States,Los Angeles,Stefania Perrino,CA-2012-131597,90045.0,West,1815,California,Other,2014-09-14,FUR-TA-10002607,9/18/2014,Standard Class,0.2,0.0,0.0,3.0,170.136,KI Conference Tables,Corporate,Tables,9,212.67,42.53399999999999
1818,United States,Chicago,Janet Lee,US-2011-130379,60623.0,Central,1819,Illinois,Other,2013-05-25,OFF-AP-10001394,5/29/2013,Standard Class,0.8,0.0,0.0,2.0,75.6,Harmony Air Purifier,Consumer,Appliances,5,378.00000000000006,302.4000000000001
1819,United States,Chicago,Janet Lee,US-2011-130379,60623.0,Central,1820,Illinois,Other,2013-05-25,FUR-FU-10002553,5/29/2013,Standard Class,0.6,0.0,0.0,2.0,29.32,"Electrix Incandescent Magnifying Lamp, Black",Consumer,Furnishings,5,73.3,43.98
1820,United States,Chicago,Erin Ashbrook,CA-2013-168956,60623.0,Central,1821,Illinois,Other,2015-02-16,OFF-AP-10004233,2/20/2015,Standard Class,0.8,0.0,0.0,6.0,92.064,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Corporate,Appliances,2,460.3200000000001,368.2560000000001
1821,United States,Chicago,Erin Ashbrook,CA-2013-168956,60623.0,Central,1822,Illinois,Other,2015-02-16,OFF-FA-10000304,2/20/2015,Standard Class,0.2,1.8312,0.2625,4.0,6.976,Advantus Push Pins,Corporate,Fasteners,2,8.719999999999999,1.7439999999999989
1822,United States,Chicago,Erin Ashbrook,CA-2013-168956,60623.0,Central,1823,Illinois,Other,2015-02-16,FUR-CH-10004754,2/20/2015,Standard Class,0.3,0.0,0.0,3.0,62.958,"Global Stack Chair with Arms, Black",Corporate,Chairs,2,89.94,26.982
1823,United States,Chicago,Erin Ashbrook,CA-2013-168956,60623.0,Central,1824,Illinois,Other,2015-02-16,OFF-PA-10000809,2/20/2015,Standard Class,0.2,1.8144,0.35,1.0,5.184,Xerox 206,Corporate,Paper,2,6.4799999999999995,1.2959999999999994
1824,United States,Redmond,Sue Ann Reed,CA-2013-167507,97756.0,West,1825,Oregon,Other,2015-12-23,OFF-BI-10003694,12/29/2015,Standard Class,0.7,0.0,0.0,10.0,31.32,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Consumer,Binders,12,104.4,73.07999999999998
1825,United States,Redmond,Sue Ann Reed,CA-2013-167507,97756.0,West,1826,Oregon,Other,2015-12-23,FUR-FU-10001935,12/29/2015,Standard Class,0.2,3.108,0.2625,4.0,11.84,3M Hangers With Command Adhesive,Consumer,Furnishings,12,14.8,2.959999999999999
1826,United States,Redmond,Sue Ann Reed,CA-2013-167507,97756.0,West,1827,Oregon,Other,2015-12-23,FUR-FU-10002878,12/29/2015,Standard Class,0.2,4.8416,0.2125,1.0,22.784,"Seth Thomas 14"" Day/Date Wall Clock",Consumer,Furnishings,12,28.479999999999997,5.695999999999998
1827,United States,Raleigh,Cathy Hwang,CA-2013-109344,27604.0,South,1828,North Carolina,Other,2015-08-02,TEC-PH-10002624,2015-11-02 00:00:00,Second Class,0.2,126.8973,0.1125,3.0,1127.976,Samsung Galaxy S4 Mini,Home Office,Phones,8,1409.97,281.9939999999999
1829,United States,Cleveland,Bruce Stewart,CA-2011-103373,44105.0,East,1830,Ohio,Other,2013-05-18,TEC-PH-10002885,5/24/2013,Standard Class,0.4,0.0,0.0,2.0,779.796,Apple iPhone 5,Consumer,Phones,5,1299.66,519.864
1832,United States,Monroe,George Bell,CA-2012-131422,28110.0,South,1833,North Carolina,Other,2014-05-11,FUR-CH-10001270,2014-09-11 00:00:00,Standard Class,0.2,25.875,0.125,3.0,207.0,Harbour Creations Steel Folding Chair,Corporate,Chairs,5,258.75,51.75
1833,United States,Austin,Aaron Smayling,CA-2014-162691,78745.0,Central,1834,Texas,Other,2016-01-08,TEC-MA-10000488,2016-07-08 00:00:00,Standard Class,0.4,0.0,0.0,3.0,1439.982,Bady BDG101FRU Card Printer,Corporate,Machines,1,2399.9700000000003,959.9880000000004
1834,United States,Austin,Aaron Smayling,CA-2014-162691,78745.0,Central,1835,Texas,Other,2016-01-08,OFF-PA-10003729,2016-07-08 00:00:00,Standard Class,0.2,12.7008,0.35,7.0,36.288,Xerox 1998,Corporate,Paper,1,45.35999999999999,9.071999999999996
1837,United States,Charlotte,Barbara Fisher,CA-2011-117345,28205.0,South,1838,North Carolina,Other,2013-01-08,OFF-LA-10000240,2013-05-08 00:00:00,Standard Class,0.2,5.9211,0.3375,3.0,17.544,Self-Adhesive Address Labels for Typewriters by Universal,Corporate,Labels,1,21.93,4.385999999999999
1838,United States,Charlotte,Barbara Fisher,CA-2011-117345,28205.0,South,1839,North Carolina,Other,2013-01-08,FUR-FU-10000629,2013-05-08 00:00:00,Standard Class,0.2,12.1352,0.275,4.0,44.128,9-3/4 Diameter Round Wall Clock,Corporate,Furnishings,1,55.16,11.031999999999996
1839,United States,Charlotte,Barbara Fisher,CA-2011-117345,28205.0,South,1840,North Carolina,Other,2013-01-08,OFF-AP-10001005,2013-05-08 00:00:00,Standard Class,0.2,10.2245,0.1625,1.0,62.92,Honeywell Quietcare HEPA Air Cleaner,Corporate,Appliances,1,78.64999999999999,15.72999999999999
1840,United States,Charlotte,Barbara Fisher,CA-2011-117345,28205.0,South,1841,North Carolina,Other,2013-01-08,OFF-PA-10002377,2013-05-08 00:00:00,Standard Class,0.2,29.364,0.375,2.0,78.304,Xerox 1916,Corporate,Paper,1,97.88,19.575999999999993
1842,United States,San Antonio,Frank Atkinson,CA-2012-135391,78207.0,Central,1843,Texas,Other,2014-09-02,OFF-LA-10001074,2014-11-02 00:00:00,Second Class,0.2,13.5324,0.3375,4.0,40.096,Round Specialty Laser Printer Labels,Corporate,Labels,9,50.11999999999999,10.023999999999994
1843,United States,San Antonio,Frank Atkinson,CA-2012-135391,78207.0,Central,1844,Texas,Other,2014-09-02,FUR-FU-10001986,2014-11-02 00:00:00,Second Class,0.6,0.0,0.0,2.0,40.784,"Dana Fluorescent Magnifying Lamp, White, 36""",Corporate,Furnishings,9,101.96,61.175999999999995
1847,United States,Los Angeles,Frank Hawley,CA-2014-128370,90004.0,West,1848,California,Other,2016-10-09,FUR-CH-10002602,2016-10-09 00:00:00,Same Day,0.2,27.1764,0.075,3.0,362.352,DMI Arturo Collection Mission-style Design Wood Chair,Corporate,Chairs,10,452.93999999999994,90.58799999999997
1848,United States,Los Angeles,Frank Hawley,CA-2014-128370,90004.0,West,1849,California,Other,2016-10-09,OFF-BI-10004140,2016-10-09 00:00:00,Same Day,0.2,2.245,0.3125,2.0,7.184,Avery Non-Stick Binders,Corporate,Binders,10,8.98,1.7960000000000005
1856,United States,Houston,Alyssa Crouse,US-2014-158218,77041.0,Central,1857,Texas,Other,2016-12-05,OFF-ST-10000563,5/15/2016,Second Class,0.2,0.0,0.0,5.0,127.92,Fellowes Bankers Box Stor/Drawer Steel Plus,Corporate,Storage,12,159.9,31.980000000000004
1857,United States,Houston,Alyssa Crouse,US-2014-158218,77041.0,Central,1858,Texas,Other,2016-12-05,OFF-BI-10002133,5/15/2016,Second Class,0.8,0.0,0.0,4.0,34.24,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Corporate,Binders,12,171.20000000000005,136.96000000000004
1860,United States,New York City,Gary McGarr,US-2014-121251,10009.0,East,1861,New York,Other,2016-03-26,FUR-BO-10001918,3/27/2016,First Class,0.2,0.0,0.0,2.0,257.568,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Consumer,Bookcases,3,321.96,64.392
1862,United States,San Antonio,Roy Französisch,CA-2011-151078,78207.0,Central,1863,Texas,Other,2013-12-11,OFF-ST-10001328,2013-12-11 00:00:00,Same Day,0.2,4.9632,0.1,4.0,49.632,"Personal Filing Tote with Lid, Black/Gray",Consumer,Storage,12,62.03999999999999,12.407999999999994
1863,United States,Aurora,Noah Childs,US-2013-100839,80013.0,West,1864,Colorado,Other,2015-10-14,FUR-TA-10004575,10/18/2015,Standard Class,0.5,0.0,0.0,5.0,727.45,Hon 5100 Series Wood Tables,Corporate,Tables,10,1454.9,727.45
1864,United States,Aurora,Noah Childs,US-2013-100839,80013.0,West,1865,Colorado,Other,2015-10-14,FUR-FU-10001617,10/18/2015,Standard Class,0.2,4.368,0.175,3.0,24.96,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Corporate,Furnishings,10,31.2,6.239999999999998
1865,United States,Newark,Nat Gilpin,US-2014-116659,43055.0,East,1866,Ohio,Other,2016-12-11,TEC-PH-10002824,2016-12-11 00:00:00,Same Day,0.4,0.0,0.0,3.0,370.782,Jabra SPEAK 410 Multidevice Speakerphone,Corporate,Phones,12,617.97,247.18800000000005
1867,United States,Philadelphia,Cathy Hwang,CA-2012-127110,19143.0,East,1868,Pennsylvania,Other,2014-06-25,OFF-PA-10003309,2014-01-07 00:00:00,Standard Class,0.2,10.8864,0.35,6.0,31.104,Xerox 211,Home Office,Paper,6,38.879999999999995,7.775999999999996
1868,United States,Philadelphia,Cathy Hwang,CA-2012-127110,19143.0,East,1869,Pennsylvania,Other,2014-06-25,OFF-ST-10002554,2014-01-07 00:00:00,Standard Class,0.2,0.0,0.0,2.0,78.256,Tennsco Industrial Shelving,Home Office,Storage,6,97.82,19.563999999999993
1871,United States,San Francisco,Michelle Ellison,CA-2011-116932,94122.0,West,1872,California,Other,2013-07-21,FUR-CH-10001215,7/25/2013,Standard Class,0.2,50.098,0.0625,2.0,801.568,Global Troy Executive Leather Low-Back Tilter,Corporate,Chairs,7,1001.96,200.3919999999999
1872,United States,San Francisco,Michelle Ellison,CA-2011-116932,94122.0,West,1873,California,Other,2013-07-21,FUR-TA-10004175,7/25/2013,Standard Class,0.2,27.2848,0.1,1.0,272.848,"Hon 30"" x 60"" Table with Locking Drawer",Corporate,Tables,7,341.06,68.21199999999999
1874,United States,Columbus,Mark Packer,CA-2011-147914,43229.0,East,1875,Ohio,Other,2013-04-06,OFF-PA-10001685,2013-09-06 00:00:00,Standard Class,0.2,5.8812,0.3625,2.0,16.224,Easy-staple paper,Home Office,Paper,4,20.28,4.055999999999997
1875,United States,Long Beach,Caroline Jumper,US-2013-112977,11561.0,East,1876,New York,Top 20 Customers,2015-11-03,FUR-BO-10003272,3/17/2015,Standard Class,0.2,0.0,0.0,1.0,176.784,O'Sullivan Living Dimensions 5-Shelf Bookcases,Consumer,Bookcases,11,220.98,44.196
1876,United States,San Antonio,John Castell,CA-2014-112039,78207.0,Central,1877,Texas,Other,2016-03-25,TEC-PH-10000984,3/29/2016,Standard Class,0.2,47.0376,0.1,3.0,470.376,Panasonic KX-TG9471B,Consumer,Phones,3,587.9699999999999,117.59399999999994
1877,United States,Los Angeles,James Galang,CA-2014-118885,90049.0,West,1878,California,Other,2016-12-29,FUR-CH-10002880,2017-02-01 00:00:00,Standard Class,0.2,0.0,0.0,4.0,393.568,"Global High-Back Leather Tilter, Burgundy",Consumer,Chairs,12,491.96,98.392
1878,United States,Los Angeles,James Galang,CA-2014-118885,90049.0,West,1879,California,Other,2016-12-29,TEC-PH-10002563,2017-02-01 00:00:00,Standard Class,0.2,22.6782,0.075,3.0,302.376,Adtran 1202752G1,Consumer,Phones,12,377.97,75.594
1879,United States,Jacksonville,Cyma Kinney,US-2014-166611,32216.0,South,1880,Florida,Other,2016-03-28,OFF-BI-10001191,2016-02-04 00:00:00,Standard Class,0.7,0.0,0.0,9.0,68.742,Canvas Sectional Post Binders,Corporate,Binders,3,229.14,160.39799999999997
1881,United States,New York City,Luke Foster,CA-2012-109512,10011.0,East,1882,New York,Other,2014-05-03,FUR-CH-10001146,2014-05-03 00:00:00,Same Day,0.1,63.9345,0.166666667,7.0,383.607,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Chairs,5,426.23,42.62299999999999
1883,United States,Philadelphia,Chuck Clark,CA-2013-118570,19143.0,East,1884,Pennsylvania,Other,2015-11-14,OFF-PA-10001289,11/18/2015,Standard Class,0.2,78.6828,0.3625,7.0,217.056,White Computer Printout Paper by Universal,Home Office,Paper,11,271.32,54.26399999999998
1884,United States,Keller,Dan Lawera,CA-2014-154718,76248.0,Central,1885,Texas,Other,2016-01-20,OFF-LA-10003714,1/24/2016,Second Class,0.2,2.1,0.35,2.0,6.0,Avery 510,Consumer,Labels,1,7.5,1.5
1886,United States,Hialeah,Erica Hernandez,CA-2011-140165,33012.0,South,1887,Florida,Other,2013-05-13,OFF-FA-10002815,5/15/2013,First Class,0.2,2.3976,0.3375,2.0,7.104,Staples,Home Office,Fasteners,5,8.879999999999999,1.775999999999999
1887,United States,Hialeah,Erica Hernandez,CA-2011-140165,33012.0,South,1888,Florida,Other,2013-05-13,OFF-BI-10004519,5/15/2013,First Class,0.7,0.0,0.0,8.0,398.352,GBC DocuBind P100 Manual Binding Machine,Home Office,Binders,5,1327.8399999999997,929.4879999999996
1888,United States,Fairfield,Tracy Blumstein,CA-2011-142587,45014.0,East,1889,Ohio,Other,2013-10-21,OFF-AP-10004708,10/22/2013,First Class,0.2,13.7016,0.1125,4.0,121.792,Fellowes Superior 10 Outlet Split Surge Protector,Consumer,Appliances,10,152.23999999999998,30.44799999999998
1889,United States,Fairfield,Tracy Blumstein,CA-2011-142587,45014.0,East,1890,Ohio,Other,2013-10-21,FUR-TA-10000617,10/22/2013,First Class,0.4,0.0,0.0,3.0,409.59,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Consumer,Tables,10,682.65,273.06
1892,United States,Port Orange,Jeremy Pistek,CA-2014-145310,32127.0,South,1893,Florida,Other,2016-12-22,OFF-EN-10002621,12/24/2016,Second Class,0.2,2.934,0.375,1.0,7.824,Staple envelope,Consumer,Envelopes,12,9.78,1.9559999999999995
1893,United States,Medford,Carol Darley,CA-2013-100083,97504.0,West,1894,Oregon,Other,2015-11-25,OFF-PA-10000241,11/30/2015,Standard Class,0.2,7.745,0.3125,1.0,24.784,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Consumer,Paper,11,30.979999999999997,6.195999999999998
1895,United States,Missoula,Jas O'Carroll,CA-2012-109197,59801.0,West,1896,Montana,Other,2014-12-31,OFF-BI-10004632,2015-04-01 00:00:00,Standard Class,0.2,152.495,0.3125,2.0,487.984,Ibico Hi-Tech Manual Binding System,Consumer,Binders,12,609.9799999999999,121.99599999999992
1897,United States,Miami,Ryan Akin,CA-2011-169775,33178.0,South,1898,Florida,Other,2013-08-29,OFF-EN-10001749,2013-02-09 00:00:00,Second Class,0.2,10.8054,0.3625,2.0,29.808,Jiffy Padded Mailers with Self-Seal Closure,Consumer,Envelopes,8,37.26,7.451999999999998
1898,United States,Miami,Ryan Akin,CA-2011-169775,33178.0,South,1899,Florida,Other,2013-08-29,OFF-BI-10004390,2013-02-09 00:00:00,Second Class,0.7,0.0,0.0,4.0,505.176,GBC DocuBind 200 Manual Binding Machine,Consumer,Binders,8,1683.9199999999996,1178.7439999999997
1899,United States,Miami,Ryan Akin,CA-2011-169775,33178.0,South,1900,Florida,Other,2013-08-29,FUR-TA-10001857,2013-02-09 00:00:00,Second Class,0.45,0.0,0.0,3.0,174.0585,Balt Solid Wood Rectangular Table,Consumer,Tables,8,316.46999999999997,142.41149999999996
1902,United States,Springfield,Damala Kotsonis,CA-2014-167094,97477.0,West,1903,Oregon,Other,2016-10-21,OFF-PA-10003953,10/22/2016,First Class,0.2,1.8144,0.35,1.0,5.184,Xerox 218,Corporate,Paper,10,6.4799999999999995,1.2959999999999994
1903,United States,Springfield,Damala Kotsonis,CA-2014-167094,97477.0,West,1904,Oregon,Other,2016-10-21,FUR-CH-10000155,10/22/2016,First Class,0.2,47.848,0.1,2.0,478.48,Global Comet Stacking Armless Chair,Corporate,Chairs,10,598.1,119.62
1904,United States,Springfield,Damala Kotsonis,CA-2014-167094,97477.0,West,1905,Oregon,Other,2016-10-21,TEC-AC-10003116,10/22/2016,First Class,0.2,6.745,0.2375,2.0,28.4,Memorex Froggy Flash Drive 8 GB,Corporate,Accessories,10,35.49999999999999,7.099999999999994
1906,United States,Apopka,Roy Phan,US-2013-150567,32712.0,South,1907,Florida,Other,2015-05-18,OFF-BI-10001757,5/22/2015,Standard Class,0.7,0.0,0.0,2.0,2.952,Pressboard Hanging Data Binders for Unburst Sheets,Corporate,Binders,5,9.839999999999998,6.887999999999998
1907,United States,Apopka,Roy Phan,US-2013-150567,32712.0,South,1908,Florida,Other,2015-05-18,OFF-BI-10000069,5/22/2015,Standard Class,0.7,0.0,0.0,6.0,27.018,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Corporate,Binders,5,90.05999999999999,63.04199999999999
1911,United States,Houston,Frank Hawley,CA-2014-121503,77041.0,Central,1912,Texas,Other,2016-03-07,OFF-PA-10001878,2016-06-07 00:00:00,Second Class,0.2,92.4399,0.3375,7.0,273.896,Xerox 1891,Corporate,Paper,3,342.37,68.47399999999999
1912,United States,Houston,Frank Hawley,CA-2014-121503,77041.0,Central,1913,Texas,Other,2016-03-07,TEC-MA-10003674,2016-06-07 00:00:00,Second Class,0.4,49.761,0.083333333,3.0,597.132,Hewlett-Packard Deskjet 5550 Printer,Corporate,Machines,3,995.22,398.088
1914,United States,Boynton Beach,Ann Steele,CA-2014-124597,33437.0,South,1915,Florida,Other,2016-04-30,OFF-LA-10003190,2016-05-05 00:00:00,Standard Class,0.2,1.6704,0.3625,2.0,4.608,Avery 474,Home Office,Labels,4,5.759999999999999,1.1519999999999992
1915,United States,Boynton Beach,Ann Steele,CA-2014-124597,33437.0,South,1916,Florida,Other,2016-04-30,OFF-AR-10002280,2016-05-05 00:00:00,Standard Class,0.2,4.8525,0.3125,3.0,15.528,Staples in misc. colors,Home Office,Art,4,19.41,3.882
1916,United States,Boynton Beach,Ann Steele,CA-2014-124597,33437.0,South,1917,Florida,Other,2016-04-30,OFF-LA-10001569,2016-05-05 00:00:00,Standard Class,0.2,3.8844,0.325,3.0,11.952,Avery 499,Home Office,Labels,4,14.94,2.9879999999999995
1919,United States,Watertown,Edward Hooks,US-2014-111423,13601.0,East,1920,New York,Top 20 Customers,2016-08-17,OFF-BI-10003091,8/19/2016,First Class,0.2,302.373,0.3375,5.0,895.92,GBC DocuBind TL200 Manual Binding Machine,Corporate,Binders,8,1119.9,223.9799999999999
1920,United States,Watertown,Edward Hooks,US-2014-111423,13601.0,East,1921,New York,Top 20 Customers,2016-08-17,FUR-CH-10003981,8/19/2016,First Class,0.1,97.6524,0.211111111,2.0,462.564,Global Commerce Series Low-Back Swivel/Tilt Chairs,Corporate,Chairs,8,513.96,51.396000000000015
1921,United States,Reading,Mary Zewe,CA-2012-125178,19601.0,East,1922,Pennsylvania,Other,2014-03-10,OFF-ST-10002562,2014-09-10 00:00:00,Standard Class,0.2,1.5008,0.1,2.0,15.008,Staple magnet,Corporate,Storage,3,18.76,3.751999999999999
1922,United States,Arlington,Scot Coram,CA-2013-156685,76017.0,Central,1923,Texas,Other,2015-09-07,TEC-PH-10004345,2015-11-07 00:00:00,Second Class,0.2,107.955,0.125,9.0,863.64,Cisco SPA 502G IP Phone,Corporate,Phones,9,1079.55,215.90999999999997
1923,United States,Arlington,Scot Coram,CA-2013-156685,76017.0,Central,1924,Texas,Other,2015-09-07,OFF-AR-10000588,2015-11-07 00:00:00,Second Class,0.2,3.5712,0.075,3.0,47.616,Newell 345,Corporate,Art,9,59.52,11.903999999999996
1926,United States,Los Angeles,Greg Matthias,US-2013-139710,90045.0,West,1927,California,Other,2015-10-06,TEC-PH-10001198,6/16/2015,Standard Class,0.2,19.9665,0.1125,3.0,177.48,Avaya 4621SW VoIP phone,Consumer,Phones,10,221.84999999999997,44.369999999999976
1927,United States,Denver,Rick Hansen,CA-2014-121538,80219.0,West,1928,Colorado,Other,2016-11-28,OFF-PA-10004071,2016-01-12 00:00:00,First Class,0.2,31.0688,0.35,2.0,88.768,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Consumer,Paper,11,110.96,22.191999999999993
1930,United States,Seattle,Valerie Mitchum,US-2014-101539,98105.0,West,1931,Washington,Other,2016-03-16,TEC-PH-10004165,3/18/2016,Second Class,0.2,49.4982,0.075,3.0,659.976,Mitel MiVoice 5330e IP Phone,Home Office,Phones,3,824.9699999999999,164.99399999999991
1931,United States,Scottsdale,Craig Carreira,CA-2013-152121,85254.0,West,1932,Arizona,Other,2015-11-28,TEC-PH-10002483,11/30/2015,Second Class,0.2,23.7993,0.0875,1.0,271.992,Motorola Moto X,Consumer,Phones,11,339.99,67.99799999999999
1937,United States,Broomfield,Joe Elijah,CA-2013-112109,80020.0,West,1938,Colorado,Other,2015-09-07,OFF-BI-10002082,7/13/2015,Standard Class,0.7,0.0,0.0,2.0,19.968,GBC Twin Loop Wire Binding Elements,Consumer,Binders,9,66.55999999999999,46.591999999999985
1938,United States,Broomfield,Joe Elijah,CA-2013-112109,80020.0,West,1939,Colorado,Other,2015-09-07,OFF-ST-10001505,7/13/2015,Standard Class,0.2,0.0,0.0,7.0,33.488,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Consumer,Storage,9,41.86,8.372
1939,United States,Broomfield,Joe Elijah,CA-2013-112109,80020.0,West,1940,Colorado,Other,2015-09-07,OFF-BI-10001634,7/13/2015,Standard Class,0.7,0.0,0.0,4.0,8.736,Wilson Jones Active Use Binders,Consumer,Binders,9,29.119999999999997,20.383999999999997
1940,United States,Broomfield,Joe Elijah,CA-2013-112109,80020.0,West,1941,Colorado,Other,2015-09-07,FUR-CH-10004287,7/13/2015,Standard Class,0.2,74.574,0.1125,3.0,662.88,SAFCO Arco Folding Chair,Consumer,Chairs,9,828.5999999999999,165.7199999999999
1941,United States,Quincy,Cathy Prescott,CA-2014-144064,62301.0,Central,1942,Illinois,Other,2016-08-29,OFF-LA-10004544,2016-01-09 00:00:00,First Class,0.2,17.76,0.375,4.0,47.36,Avery 505,Corporate,Labels,8,59.2,11.839999999999996
1942,United States,Quincy,Cathy Prescott,CA-2014-144064,62301.0,Central,1943,Illinois,Other,2016-08-29,OFF-ST-10004507,2016-01-09 00:00:00,First Class,0.2,2.401,0.0875,2.0,27.44,Advantus Rolling Storage Box,Corporate,Storage,8,34.3,6.859999999999996
1943,United States,Quincy,Cathy Prescott,CA-2014-144064,62301.0,Central,1944,Illinois,Other,2016-08-29,OFF-BI-10002012,2016-01-09 00:00:00,First Class,0.8,0.0,0.0,9.0,3.24,Wilson Jones Easy Flow II Sheet Lifters,Corporate,Binders,8,16.200000000000006,12.960000000000006
1944,United States,Carrollton,Erin Ashbrook,CA-2013-108581,75007.0,Central,1945,Texas,Other,2015-06-21,TEC-AC-10001109,6/27/2015,Standard Class,0.2,26.3912,0.275,4.0,95.968,Logitech Trackman Marble Mouse,Corporate,Accessories,6,119.96,23.99199999999999
1945,United States,Carrollton,Erin Ashbrook,CA-2013-108581,75007.0,Central,1946,Texas,Other,2015-06-21,OFF-PA-10000809,6/27/2015,Standard Class,0.2,3.6288,0.35,2.0,10.368,Xerox 206,Corporate,Paper,6,12.96,2.5919999999999987
1948,United States,New York City,Ann Chong,CA-2014-157987,10009.0,East,1949,New York,Other,2016-02-09,FUR-TA-10001889,2016-06-09 00:00:00,Standard Class,0.4,0.0,0.0,1.0,254.526,Bush Advantage Collection Racetrack Conference Table,Corporate,Tables,2,424.21,169.68400000000003
