,Country,City,Customer Name,Order ID,Postal Code,Region,Row ID,State,Top N Customer Label,Total Number of Customer_x,Order ID.1,Order Date,Product ID_x,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Quantity,Sales,Sales Per Customer,Total Number of Customer_y,Product ID_y,Product Name,Segment,Sub-Category,Number of Records
920,United States,Alexandria,Roy Collins,CA-2011-138296,22304.0,South,921,Virginia,Other,1.0,CA-2011-138296,2013-05-12 00:00:00,OFF-ST-10002444,2013-12-12 00:00:00,Standard Class,0.0,6.8768,0.28,2.0,24.56,24.56,1,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Consumer,Storage,1.0
921,United States,New York City,Sanjit Engle,CA-2012-111164,10009.0,East,922,New York,Top 20 Customers,1.0,CA-2012-111164,2014-11-04 00:00:00,TEC-AC-10002473,4/15/2014,Standard Class,0.0,34.9074,0.41,3.0,85.14,85.14,1,TEC-AC-10002473,Maxell 4.7GB DVD-R,Consumer,Accessories,1.0
922,United States,New York City,Sanjit Engle,CA-2012-111164,10009.0,East,923,New York,Top 20 Customers,1.0,CA-2012-111164,2014-11-04 00:00:00,TEC-PH-10004531,4/15/2014,Standard Class,0.0,10.5552,0.48,1.0,21.99,21.99,1,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Consumer,Phones,1.0
923,United States,New York City,Sanjit Engle,CA-2012-111164,10009.0,East,924,New York,Top 20 Customers,1.0,CA-2012-111164,2014-11-04 00:00:00,OFF-AP-10004487,4/15/2014,Standard Class,0.0,113.848,0.28,5.0,406.6,406.6,1,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Consumer,Appliances,1.0
924,United States,New York City,Adam Hart,CA-2013-149797,10011.0,East,925,New York,Other,1.0,CA-2013-149797,9/16/2015,OFF-BI-10003650,9/21/2015,Standard Class,0.2,294.5488,0.35,2.0,841.568,841.568,1,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Corporate,Binders,1.0
925,United States,Philadelphia,Jessica Myrick,CA-2011-132962,19143.0,East,926,Pennsylvania,Other,1.0,CA-2011-132962,9/13/2013,OFF-PA-10003543,9/16/2013,First Class,0.2,5.4432,0.35,3.0,15.552,15.552,1,OFF-PA-10003543,Xerox 1985,Consumer,Paper,1.0
926,United States,Philadelphia,Jessica Myrick,CA-2011-132962,19143.0,East,927,Pennsylvania,Other,1.0,CA-2011-132962,9/13/2013,TEC-AC-10004353,9/16/2013,First Class,0.2,53.55,0.2125,5.0,252.0,252.0,1,TEC-AC-10004353,Hypercom P1300 Pinpad,Consumer,Accessories,1.0
927,United States,Springfield,Joel Jenkins,CA-2012-115091,22153.0,South,928,Virginia,Other,1.0,CA-2012-115091,2014-05-10 00:00:00,OFF-AR-10000658,2014-09-10 00:00:00,Standard Class,0.0,12.936,0.28,4.0,46.2,46.2,1,OFF-AR-10000658,Newell 324,Home Office,Art,1.0
928,United States,Springfield,Joel Jenkins,CA-2012-115091,22153.0,South,929,Virginia,Other,1.0,CA-2012-115091,2014-05-10 00:00:00,OFF-AP-10000696,2014-09-10 00:00:00,Standard Class,0.0,9.5172,0.33,2.0,28.84,28.84,1,OFF-AP-10000696,Holmes Odor Grabber,Home Office,Appliances,1.0
929,United States,Toledo,Alan Barnes,CA-2014-144932,43615.0,East,930,Ohio,Other,1.0,CA-2014-144932,4/14/2016,OFF-AR-10003560,4/17/2016,First Class,0.2,2.5536,0.175,3.0,14.592,14.592,1,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Consumer,Art,1.0
930,United States,Toledo,Alan Barnes,CA-2014-144932,43615.0,East,931,Ohio,Other,1.0,CA-2014-144932,4/14/2016,OFF-AR-10001468,4/17/2016,First Class,0.2,21.3408,0.2375,3.0,89.856,89.856,1,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Consumer,Art,1.0
931,United States,Toledo,Alan Barnes,CA-2014-144932,43615.0,East,932,Ohio,Other,1.0,CA-2014-144932,4/14/2016,OFF-PA-10004971,4/17/2016,First Class,0.2,5.0286,0.3625,3.0,13.872,13.872,1,OFF-PA-10004971,Xerox 196,Consumer,Paper,1.0
932,United States,Philadelphia,Ralph Kennedy,CA-2014-114216,19140.0,East,933,Pennsylvania,Other,1.0,CA-2014-114216,2016-02-09 00:00:00,OFF-PA-10002195,2016-06-09 00:00:00,Standard Class,0.2,4.1148,0.3375,3.0,12.192,12.192,1,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Consumer,Paper,1.0
933,United States,Philadelphia,Catherine Glotzbach,CA-2013-140081,19120.0,East,934,Pennsylvania,Other,1.0,CA-2013-140081,6/21/2015,OFF-PA-10001745,6/25/2015,Standard Class,0.2,15.2064,0.3375,8.0,45.056,45.056,1,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Home Office,Paper,1.0
934,United States,Philadelphia,Catherine Glotzbach,CA-2013-140081,19120.0,East,935,Pennsylvania,Other,1.0,CA-2013-140081,6/21/2015,OFF-BI-10004826,6/25/2015,Standard Class,0.7,-21.7932,-0.733333333,6.0,29.718,29.718,1,OFF-BI-10004826,JM Magazine Binder,Home Office,Binders,1.0
935,United States,Philadelphia,Catherine Glotzbach,CA-2013-140081,19120.0,East,936,Pennsylvania,Other,1.0,CA-2013-140081,6/21/2015,OFF-PA-10001870,6/25/2015,Standard Class,0.2,5.4432,0.35,3.0,15.552,15.552,1,OFF-PA-10001870,Xerox 202,Home Office,Paper,1.0
936,United States,Philadelphia,Catherine Glotzbach,CA-2013-140081,19120.0,East,937,Pennsylvania,Other,1.0,CA-2013-140081,6/21/2015,OFF-AP-10001058,6/25/2015,Standard Class,0.2,33.5772,0.075,2.0,447.696,447.696,1,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Home Office,Appliances,1.0
937,United States,Farmington,Ruben Ausman,US-2014-111745,87401.0,West,938,New Mexico,Other,1.0,US-2014-111745,2016-05-11 00:00:00,TEC-AC-10003911,2016-06-11 00:00:00,First Class,0.0,54.3966,0.34,1.0,159.99,159.99,1,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Corporate,Accessories,1.0
938,United States,Riverside,Rachel Payne,CA-2012-148250,92503.0,West,939,California,Other,1.0,CA-2012-148250,12/13/2014,OFF-PA-10000289,12/17/2014,Standard Class,0.0,6.2208,0.48,2.0,12.96,12.96,1,OFF-PA-10000289,Xerox 213,Corporate,Paper,1.0
939,United States,Riverside,Rachel Payne,CA-2012-148250,92503.0,West,940,California,Other,1.0,CA-2012-148250,12/13/2014,OFF-AP-10003040,12/17/2014,Standard Class,0.0,34.9648,0.26,4.0,134.48,134.48,1,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Corporate,Appliances,1.0
940,United States,San Francisco,Karen Carlisle,CA-2013-105760,94110.0,West,941,California,Other,1.0,CA-2013-105760,6/20/2015,OFF-PA-10000350,6/21/2015,First Class,0.0,8.0464,0.47,2.0,17.12,17.12,1,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Corporate,Paper,1.0
941,United States,Torrance,Rob Williams,CA-2013-142958,90503.0,West,942,California,Other,1.0,CA-2013-142958,12/14/2015,OFF-BI-10001759,12/21/2015,Standard Class,0.2,2.2098,0.3625,2.0,6.096,6.096,1,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Corporate,Binders,1.0
942,United States,Torrance,Rob Williams,CA-2013-142958,90503.0,West,943,California,Other,1.0,CA-2013-142958,12/14/2015,FUR-TA-10000577,12/21/2015,Standard Class,0.2,41.7852,0.0375,4.0,1114.272,1114.272,1,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Corporate,Tables,1.0
943,United States,Seattle,John Lucas,CA-2012-120880,98105.0,West,944,Washington,Other,1.0,CA-2012-120880,5/29/2014,OFF-PA-10004101,2014-03-06 00:00:00,Standard Class,0.0,15.552,0.48,5.0,32.4,32.4,1,OFF-PA-10004101,Xerox 1894,Consumer,Paper,1.0
944,United States,Seattle,John Lucas,CA-2012-120880,98105.0,West,945,Washington,Other,1.0,CA-2012-120880,5/29/2014,OFF-ST-10001496,2014-03-06 00:00:00,Standard Class,0.0,140.5482,0.26,3.0,540.57,540.57,1,OFF-ST-10001496,Standard Rollaway File with Lock,Consumer,Storage,1.0
945,United States,Seattle,John Lucas,CA-2012-120880,98105.0,West,946,Washington,Other,1.0,CA-2012-120880,5/29/2014,OFF-BI-10002931,2014-03-06 00:00:00,Standard Class,0.2,62.91,0.375,5.0,167.76,167.76,1,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Consumer,Binders,1.0
946,United States,Mesa,Cynthia Arntzen,US-2012-140200,85204.0,West,947,Arizona,Other,1.0,US-2012-140200,7/26/2014,FUR-TA-10002356,7/28/2014,First Class,0.5,-204.4458,-0.52,3.0,393.165,393.165,1,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Consumer,Tables,1.0
947,United States,Philadelphia,Ross Baird,US-2014-110576,19120.0,East,948,Pennsylvania,Other,1.0,US-2014-110576,11/28/2016,FUR-FU-10003601,2016-02-12 00:00:00,Standard Class,0.2,-12.9122,-0.025,7.0,516.488,516.488,1,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Home Office,Furnishings,1.0
948,United States,Philadelphia,Ross Baird,US-2014-110576,19120.0,East,949,Pennsylvania,Other,1.0,US-2014-110576,11/28/2016,FUR-FU-10000576,2016-02-12 00:00:00,Standard Class,0.2,75.5424,0.075,6.0,1007.232,1007.232,1,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Home Office,Furnishings,1.0
949,United States,Philadelphia,Ross Baird,US-2014-110576,19120.0,East,950,Pennsylvania,Other,1.0,US-2014-110576,11/28/2016,FUR-TA-10004154,2016-02-12 00:00:00,Standard Class,0.4,-619.596,-0.3,12.0,2065.32,2065.32,1,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Home Office,Tables,1.0
950,United States,Philadelphia,Ross Baird,US-2014-110576,19120.0,East,951,Pennsylvania,Other,1.0,US-2014-110576,11/28/2016,OFF-PA-10000788,2016-02-12 00:00:00,Standard Class,0.2,5.4432,0.35,3.0,15.552,15.552,1,OFF-PA-10000788,Xerox 210,Home Office,Paper,1.0
951,United States,Philadelphia,Ross Baird,US-2014-110576,19120.0,East,952,Pennsylvania,Other,1.0,US-2014-110576,11/28/2016,OFF-PA-10002479,2016-02-12 00:00:00,Standard Class,0.2,7.92,0.3125,6.0,25.344,25.344,1,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Home Office,Paper,1.0
952,United States,Philadelphia,Katherine Hughes,CA-2014-131156,19143.0,East,953,Pennsylvania,Other,1.0,CA-2014-131156,2016-03-04 00:00:00,FUR-FU-10001940,2016-07-04 00:00:00,Standard Class,0.2,7.6416,0.3,4.0,25.472,25.472,1,FUR-FU-10001940,Staple-based wall hangings,Consumer,Furnishings,1.0
953,United States,Round Rock,Greg Hansen,CA-2014-136539,78664.0,Central,954,Texas,Other,1.0,CA-2014-136539,12/28/2016,OFF-AR-10001958,2017-01-01 00:00:00,Standard Class,0.2,2.7168,0.1,2.0,27.168,27.168,1,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Consumer,Art,1.0
954,United States,Round Rock,Greg Hansen,CA-2014-136539,78664.0,Central,955,Texas,Other,1.0,CA-2014-136539,12/28/2016,FUR-BO-10004709,2017-01-01 00:00:00,Standard Class,0.32,-11.596,-0.147058824,2.0,78.8528,78.8528,1,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Consumer,Bookcases,1.0
955,United States,Jackson,Scott Williamson,CA-2014-119305,39212.0,South,956,Mississippi,Other,1.0,CA-2014-119305,11/30/2016,OFF-ST-10000604,2016-04-12 00:00:00,Standard Class,0.0,43.45,0.25,5.0,173.8,173.8,1,OFF-ST-10000604,Home/Office Personal File Carts,Consumer,Storage,1.0
956,United States,Phoenix,Joseph Airdo,CA-2014-102414,85023.0,West,957,Arizona,Other,1.0,CA-2014-102414,5/15/2016,TEC-PH-10002923,5/18/2016,Second Class,0.2,2.5893,0.0875,1.0,29.592,29.592,1,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Consumer,Phones,1.0
957,United States,Phoenix,Joseph Airdo,CA-2014-102414,85023.0,West,958,Arizona,Other,1.0,CA-2014-102414,5/15/2016,OFF-BI-10004465,5/18/2016,Second Class,0.7,-3.168,-0.666666667,2.0,4.752,4.752,1,OFF-BI-10004465,Avery Durable Slant Ring Binders,Consumer,Binders,1.0
958,United States,Phoenix,Joseph Airdo,CA-2014-102414,85023.0,West,959,Arizona,Other,1.0,CA-2014-102414,5/15/2016,OFF-PA-10002333,5/18/2016,Second Class,0.2,5.6376,0.3625,3.0,15.552,15.552,1,OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Consumer,Paper,1.0
959,United States,Oceanside,Daniel Lacy,CA-2012-112571,92054.0,West,960,California,Other,1.0,CA-2012-112571,9/22/2014,FUR-FU-10004188,9/22/2014,Same Day,0.0,53.196,0.26,2.0,204.6,204.6,1,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Consumer,Furnishings,1.0
960,United States,San Francisco,Lindsay Williams,CA-2014-152142,94110.0,West,961,California,Other,1.0,CA-2014-152142,11/14/2016,FUR-CH-10002965,11/19/2016,Standard Class,0.2,28.1372,0.0875,2.0,321.568,321.568,1,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,Chairs,1.0
961,United States,Fayetteville,Thomas Brumley,CA-2012-160059,72701.0,South,962,Arkansas,Other,1.0,CA-2012-160059,11/27/2014,OFF-BI-10000145,2014-01-12 00:00:00,Standard Class,0.0,3.0576,0.49,2.0,6.24,6.24,1,OFF-BI-10000145,Zipper Ring Binder Pockets,Home Office,Binders,1.0
962,United States,San Francisco,Cynthia Voltz,CA-2013-120859,94110.0,West,963,California,Other,1.0,CA-2013-120859,2015-02-09 00:00:00,OFF-EN-10001335,2015-05-09 00:00:00,First Class,0.0,10.94,0.5,2.0,21.88,21.88,1,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Corporate,Envelopes,1.0
963,United States,Boca Raton,Maribeth Schnelling,CA-2011-127488,33433.0,South,964,Florida,Other,1.0,CA-2011-127488,9/22/2013,OFF-LA-10001613,9/24/2013,Second Class,0.2,1.6704,0.3625,2.0,4.608,4.608,1,OFF-LA-10001613,Avery File Folder Labels,Consumer,Labels,1.0
964,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,965,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-LA-10004055,2016-11-04 00:00:00,First Class,0.0,4.8118,0.49,2.0,9.82,9.82,1,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Home Office,Labels,1.0
965,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,966,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-AR-10004344,2016-11-04 00:00:00,First Class,0.0,9.7119,0.27,3.0,35.97,35.97,1,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Home Office,Art,1.0
966,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,967,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-PA-10004621,2016-11-04 00:00:00,First Class,0.0,6.2208,0.48,2.0,12.96,12.96,1,OFF-PA-10004621,Xerox 212,Home Office,Paper,1.0
967,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,968,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-PA-10001281,2016-11-04 00:00:00,First Class,0.0,91.968,0.48,4.0,191.6,191.6,1,OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Home Office,Paper,1.0
968,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,969,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-LA-10001613,2016-11-04 00:00:00,First Class,0.0,4.2336,0.49,3.0,8.64,8.64,1,OFF-LA-10001613,Avery File Folder Labels,Home Office,Labels,1.0
969,United States,New York City,Bryan Spruell,CA-2014-135279,10011.0,East,970,New York,Other,1.0,CA-2014-135279,2016-09-04 00:00:00,OFF-ST-10001097,2016-11-04 00:00:00,First Class,0.0,0.0,0.0,3.0,501.81,501.81,1,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Home Office,Storage,1.0
970,United States,Philadelphia,Delfina Latchford,CA-2011-115791,19134.0,East,971,Pennsylvania,Other,1.0,CA-2011-115791,1/16/2013,FUR-FU-10001095,1/18/2013,Second Class,0.2,28.5984,0.225,6.0,127.104,127.104,1,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,,Furnishings,1.0
971,United States,Philadelphia,Delfina Latchford,CA-2011-115791,19134.0,East,972,Pennsylvania,Other,1.0,CA-2011-115791,1/16/2013,TEC-PH-10004614,1/18/2013,Second Class,0.4,-31.05,-0.25,3.0,124.2,124.2,1,TEC-PH-10004614,AT&T 841000 Phone,Consumer,Phones,1.0
972,United States,Philadelphia,Delfina Latchford,CA-2011-115791,19134.0,East,973,Pennsylvania,Other,1.0,CA-2011-115791,1/16/2013,OFF-BI-10001575,1/18/2013,Second Class,0.7,-13.6312,-0.733333333,2.0,18.588,18.588,1,OFF-BI-10001575,GBC Linen Binding Covers,Consumer,Binders,1.0
973,United States,Philadelphia,Delfina Latchford,CA-2011-115791,19134.0,East,974,Pennsylvania,Other,1.0,CA-2011-115791,1/16/2013,OFF-LA-10001074,1/18/2013,Second Class,0.2,10.1493,0.3375,3.0,30.072,30.072,1,OFF-LA-10001074,Round Specialty Laser Printer Labels,Consumer,Labels,1.0
974,United States,New York City,Phillina Ober,US-2014-103247,10011.0,East,975,New York,Other,1.0,US-2014-103247,2016-05-10 00:00:00,TEC-PH-10003555,2016-08-10 00:00:00,Second Class,0.0,3.2186,0.02,7.0,160.93,160.93,1,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Home Office,Phones,1.0
975,United States,New York City,Phillina Ober,US-2014-103247,10011.0,East,976,New York,Other,1.0,US-2014-103247,2016-05-10 00:00:00,OFF-BI-10004492,2016-08-10 00:00:00,Second Class,0.2,25.5798,0.3375,3.0,75.792,75.792,1,OFF-BI-10004492,Tuf-Vin Binders,Home Office,Binders,1.0
976,United States,Portland,Tamara Dahlen,US-2014-100209,97206.0,West,977,Oregon,Other,1.0,US-2014-100209,2016-09-07 00:00:00,OFF-BI-10002012,7/15/2016,Standard Class,0.7,-0.792,-0.733333333,2.0,1.08,1.08,1,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Binders,1.0
977,United States,Detroit,Bart Watters,CA-2014-159366,48205.0,Central,978,Michigan,Other,1.0,CA-2014-159366,2016-08-01 00:00:00,TEC-MA-10000822,2016-11-01 00:00:00,First Class,0.1,679.996,0.222222222,2.0,3059.982,3059.982,1,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Corporate,Machines,1.0
978,United States,Wilmington,Robert Waldorf,CA-2013-145499,28403.0,South,979,North Carolina,Other,1.0,CA-2013-145499,5/31/2015,OFF-BI-10000848,2015-01-06 00:00:00,First Class,0.7,-2.6256,-0.8,2.0,3.282,3.282,1,OFF-BI-10000848,Angle-D Ring Binders,Consumer,Binders,1.0
979,United States,Columbus,Ken Brennan,CA-2012-157035,47201.0,Central,980,Indiana,Other,1.0,CA-2012-157035,2014-09-12 00:00:00,OFF-PA-10004156,2014-12-12 00:00:00,First Class,0.0,16.6698,0.49,3.0,34.02,34.02,1,OFF-PA-10004156,Xerox 188,Corporate,Paper,1.0
980,United States,New York City,Emily Burns,CA-2013-144939,10035.0,East,981,New York,Other,1.0,CA-2013-144939,2015-04-10 00:00:00,FUR-CH-10003199,2015-09-10 00:00:00,Standard Class,0.1,93.2232,0.155555556,6.0,599.292,599.292,1,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Consumer,Chairs,1.0
981,United States,Louisville,Tracy Zic,CA-2011-163419,80027.0,West,982,Colorado,Other,1.0,CA-2011-163419,2013-11-11 00:00:00,OFF-AR-10000034,11/14/2013,Second Class,0.2,0.8056,0.2375,1.0,3.392,3.392,1,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Consumer,Art,1.0
982,United States,Louisville,Tracy Zic,CA-2011-163419,80027.0,West,983,Colorado,Other,1.0,CA-2011-163419,2013-11-11 00:00:00,TEC-PH-10000560,11/14/2013,Second Class,0.2,55.9984,0.1,2.0,559.984,559.984,1,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Consumer,Phones,1.0
983,United States,Louisville,Tracy Zic,CA-2011-163419,80027.0,West,984,Colorado,Other,1.0,CA-2011-163419,2013-11-11 00:00:00,FUR-CH-10000665,11/14/2013,Second Class,0.2,75.49,0.125,5.0,603.92,603.92,1,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Consumer,Chairs,1.0
984,United States,Pasadena,Ann Steele,CA-2014-100314,77506.0,Central,985,Texas,Other,1.0,CA-2014-100314,9/29/2016,OFF-LA-10001569,2016-05-10 00:00:00,Standard Class,0.2,2.5896,0.325,2.0,7.968,7.968,1,OFF-LA-10001569,Avery 499,Home Office,Labels,1.0
985,United States,Pasadena,Ann Steele,CA-2014-100314,77506.0,Central,986,Texas,Other,1.0,CA-2014-100314,9/29/2016,OFF-EN-10000461,2016-05-10 00:00:00,Standard Class,0.2,9.4392,0.3375,4.0,27.968,27.968,1,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Home Office,Envelopes,1.0
986,United States,Pasadena,Ann Steele,CA-2014-100314,77506.0,Central,987,Texas,Other,1.0,CA-2014-100314,9/29/2016,TEC-MA-10003066,2016-05-10 00:00:00,Standard Class,0.4,44.868,0.133333333,3.0,336.51,336.51,1,TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Home Office,Machines,1.0
987,United States,Houston,Toby Swindell,CA-2012-146829,77041.0,Central,988,Texas,Other,1.0,CA-2012-146829,2014-10-03 00:00:00,OFF-BI-10004022,2014-10-03 00:00:00,Same Day,0.8,-1.8904,-1.7,2.0,1.112,1.112,1,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Consumer,Binders,1.0
988,United States,Auburn,John Grady,CA-2014-167899,13021.0,East,989,New York,Other,1.0,CA-2014-167899,5/21/2016,FUR-FU-10004071,5/26/2016,Standard Class,0.0,72.807,0.14,5.0,520.05,520.05,1,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Corporate,Furnishings,1.0
989,United States,Auburn,John Grady,CA-2014-167899,13021.0,East,990,New York,Other,1.0,CA-2014-167899,5/21/2016,OFF-AR-10001988,5/26/2016,Standard Class,0.0,5.2113,0.29,3.0,17.97,17.97,1,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Corporate,Art,1.0
990,United States,Jacksonville,Sara Luxemburg,CA-2012-153549,32216.0,South,991,Florida,Other,1.0,CA-2012-153549,3/29/2014,FUR-CH-10004086,3/31/2014,Second Class,0.2,131.2785,0.1125,5.0,1166.92,1166.92,1,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Home Office,Chairs,1.0
991,United States,New York City,Troy Staebel,CA-2013-110023,10024.0,East,992,New York,Other,1.0,CA-2013-110023,2015-10-09 00:00:00,OFF-BI-10001036,2015-12-09 00:00:00,First Class,0.2,5.484,0.375,2.0,14.624,14.624,1,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Consumer,Binders,1.0
992,United States,San Jose,Roland Fjeld,CA-2013-105585,95123.0,West,993,California,Other,1.0,CA-2013-105585,8/27/2015,OFF-FA-10002983,8/28/2015,First Class,0.0,4.9104,0.48,3.0,10.23,10.23,1,OFF-FA-10002983,Advantus SlideClip Paper Clips,Consumer,Fasteners,1.0
993,United States,San Jose,Roland Fjeld,CA-2013-105585,95123.0,West,994,California,Other,1.0,CA-2013-105585,8/27/2015,OFF-PA-10003625,8/28/2015,First Class,0.0,69.705,0.45,5.0,154.9,154.9,1,OFF-PA-10003625,Xerox 1979,Consumer,Paper,1.0
994,United States,Virginia Beach,Mitch Willingham,CA-2011-117639,23464.0,South,995,Virginia,Other,1.0,CA-2011-117639,5/21/2013,OFF-BI-10003925,5/25/2013,Standard Class,0.0,1276.4871,0.47,7.0,2715.93,2715.93,1,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Corporate,Binders,1.0
995,United States,Virginia Beach,Mitch Willingham,CA-2011-117639,23464.0,South,996,Virginia,Other,1.0,CA-2011-117639,5/21/2013,TEC-PH-10001530,5/25/2013,Standard Class,0.0,173.0316,0.28,3.0,617.97,617.97,1,TEC-PH-10001530,Plantronics Voyager Pro Legend,Corporate,Phones,1.0
996,United States,Henderson,Rob Dowd,CA-2012-162537,42420.0,South,997,Kentucky,Other,1.0,CA-2012-162537,10/28/2014,OFF-EN-10003862,2014-03-11 00:00:00,Standard Class,0.0,4.9082,0.46,1.0,10.67,10.67,1,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Consumer,Envelopes,1.0
997,United States,Henderson,Rob Dowd,CA-2012-162537,42420.0,South,998,Kentucky,Other,1.0,CA-2012-162537,10/28/2014,OFF-ST-10004258,2014-03-11 00:00:00,Standard Class,0.0,9.8901,0.27,3.0,36.63,36.63,1,OFF-ST-10004258,Portable Personal File Box,Consumer,Storage,1.0
998,United States,Henderson,Rob Dowd,CA-2012-162537,42420.0,South,999,Kentucky,Other,1.0,CA-2012-162537,10/28/2014,FUR-FU-10002885,2014-03-11 00:00:00,Standard Class,0.0,9.158,0.38,5.0,24.1,24.1,1,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Consumer,Furnishings,1.0
999,United States,Henderson,Rob Dowd,CA-2012-162537,42420.0,South,1000,Kentucky,Other,1.0,CA-2012-162537,10/28/2014,FUR-FU-10001918,2014-03-11 00:00:00,Standard Class,0.0,12.9129,0.39,7.0,33.11,33.11,1,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Consumer,Furnishings,1.0
1000,United States,Vancouver,Frank Merwin,CA-2013-155488,98661.0,West,1001,Washington,Other,1.0,CA-2013-155488,11/14/2015,OFF-AR-10002956,11/18/2015,Standard Class,0.0,11.4452,0.26,2.0,44.02,44.02,1,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Home Office,Art,1.0
1001,United States,New York City,Rick Hansen,CA-2012-124891,10024.0,East,1002,New York,Other,1.0,CA-2012-124891,7/31/2014,TEC-AC-10003033,7/31/2014,Same Day,0.0,762.1845,0.33,7.0,2309.65,2309.65,1,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Consumer,Accessories,1.0
